date,percents
2017-05-10,2.9983645284390334
2017-05-11,5.093394077448747
2017-05-12,2.9358463211308443
2017-05-13,2.508467400508044
2017-05-14,7.158440141805291
2017-05-15,5.80105473722495
2017-05-16,7.6
2017-05-17,4.095160265141197
2017-05-18,8.614710713633874
2017-05-19,16.65181665181665
2017-05-20,6.592592592592593
2017-05-21,18.76049458098
2017-05-22,2.785591144179294
2017-05-23,3.362413667757179
2017-05-24,3.286129266521423
2017-05-25,6.640305426779383
2017-05-26,3.9945155393053016
2017-05-27,1.687360713148679
2017-05-28,4.9870554571467505
2017-05-29,3.371912877061879
2017-05-30,4.7913446676970635
2017-05-31,3.5305863133055
2017-06-01,8.89918668432003
2017-06-02,2.9185171757454906
2017-06-03,3.044446801739684
2017-06-04,5.516111414527581
2017-06-05,7.798561151079136
2017-06-06,5.614608885254838
2017-06-07,7.796826554805763
2017-06-08,3.102603646920076
2017-06-09,18.18761384335155
2017-06-10,4.746803069053708
2017-06-11,12.88135593220339
2017-06-12,3.310533515731874
2017-06-13,2.5736631502364498
2017-06-14,2.368421052631579
2017-06-15,6.7334553511222435
2017-06-16,3.6942906417354995
2017-06-17,1.0584250635055037
2017-06-18,2.409802586793737
2017-06-19,5.455522708949207
2017-06-20,4.325274725274726
2017-06-21,3.727800246175488
2017-06-22,3.097383848105696
2017-06-23,2.051757913186927
2017-06-24,1.4198513800424628
2017-06-25,3.984272608125819
2017-06-26,4.878048780487805
2017-06-27,2.4652227504842403
2017-06-28,2.9445272105862763
2017-06-29,3.873794916739702
2017-06-30,2.685444366689993
2017-07-01,4.561689968364119
2017-07-02,12.5114274520047
2017-07-03,2.85890218156228
2017-07-04,4.004214963119073
2017-07-05,3.6744022503516174
2017-07-06,1.89208128941836
2017-07-07,4.406720028146715
2017-07-08,1.76512600755025
2017-07-09,9.921465968586388
2017-07-10,3.007122131363756
2017-07-11,1.9380864684732089
2017-07-12,2.2701376106582525
2017-07-13,4.178712220762155
2017-07-14,2.1984759569063677
2017-07-15,1.6729572579822505
2017-07-16,7.964948992937483
2017-07-17,3.374152057087481
2017-07-18,3.5644962061055234
2017-07-19,1.5957913195966682
2017-07-20,1.8065421380338509
2017-07-21,1.983674185903625
2017-07-22,2.0916233037445155
2017-07-23,7.703374313366466
2017-07-24,2.986774108785145
2017-07-25,4.758107389686337
2017-07-26,2.56050508593476
2017-07-27,5.315645013723697
2017-07-28,2.8002106741573036
2017-07-29,1.7758726270667484
2017-07-30,7.023280146481821
2017-07-31,2.759538598047915
2017-08-01,2.3642116364914747
2017-08-02,4.669363348575448
2017-08-03,6.369084891314071
2017-08-04,3.1789123390839826
2017-08-05,4.038343871099327
2017-08-06,8.46374543557642
2017-08-07,1.9440534834623504
2017-08-08,6.827168087162814
2017-08-09,3.2529592284085926
2017-08-10,4.643110795454546
2017-08-11,3.6562911003945637
2017-08-12,13.169667212220403
2017-08-13,17.965710992652355
2017-08-14,5.515206536541081
2017-08-15,0.0
2017-08-16,3.7863070539419086
2017-08-17,5.146993908360555
2017-08-18,6.236119747712535
2017-08-19,4.225211758844046
2017-08-20,6.316173786053304
2017-08-21,4.269293924466338
2017-08-22,5.042742422934117
2017-08-23,4.756541327326286
2017-08-24,2.970555024754625
2017-08-25,2.663725822870716
2017-08-26,2.121725271441379
2017-08-27,5.8902275769745644
2017-08-28,2.2022627169876503
2017-08-29,2.2811716927330856
2017-08-30,1.8661574516101034
2017-08-31,3.973567515868185
2017-09-01,3.0221683408382405
2017-09-02,2.494512073438435
2017-09-03,6.144299793162186
2017-09-04,4.775110494843574
2017-09-05,1.5545383884618706
2017-09-06,3.2906130931763076
2017-09-07,3.2731669401502717
2017-09-08,2.1989438143883646
2017-09-09,2.710243124750897
2017-09-10,6.072775952294025
2017-09-11,2.8732150584162697
2017-09-12,4.30116832540026
2017-09-13,2.428658166363084
2017-09-14,2.6340789360048364
2017-09-15,2.6136461657897008
2017-09-16,3.012108475933153
2017-09-17,7.872945247806204
2017-09-18,1.6430300933932895
2017-09-19,3.5346988160055313
2017-09-20,2.5051831375259157
2017-09-21,3.1279702756415797
2017-09-22,3.7531640045387102
2017-09-23,2.212257100149477
2017-09-24,4.016064257028113
2017-09-25,5.501338630278953
2017-09-26,3.7129781538727222
2017-09-27,2.0817137427658285
2017-09-28,6.056610407876231
2017-09-29,9.456051873198847
2017-09-30,2.4128686327077746
2017-10-01,5.57861328125
2017-10-02,2.4354434752569305
2017-10-03,4.733471789546556
2017-10-04,4.359415305245056
2017-10-05,2.7204421798082734
2017-10-06,3.086099585062241
2017-10-07,1.4965579167913798
2017-10-08,10.094637223974763
2017-10-09,2.6217876611577395
2017-10-10,3.6815661815661818
2017-10-11,4.369980136453925
2017-10-12,4.6028724692853435
2017-10-13,4.045544725265246
2017-10-14,4.386579869804707
